edge_fract	csf_fract	max_RP_corr	HFC	classification	rationale	model_variance_explained	total_variance_explained
0.3427061503996865	0.012868899138825078	0.9418875301130778	0.058249040809208216	accepted		0.1292765889	0.11094221060000001
0.35606878084254195	0.015958734252843543	0.9421546915213246	0.058249040809208216	accepted		0.05966650452	0.05120442896
0.421994395172714	0.01694534209559778	0.6509168058804178	0.45936519009417515	rejected	HFC	0.05416754012	0.046485343529999994
0.45326651653211614	0.03101565506320985	0.4062139856521064	0.16288803627485177	accepted		0.053100581919999994	0.045569704419999996
0.38996824183984086	0.02059485372618024	0.67150779650037	0.09312870596442274	accepted		0.04883074423	0.04190542741
0.3941839139014809	0.016281918811396144	0.9284635920880769	0.180327868852459	accepted		0.04596784457	0.03944855242
0.5148586860260964	0.028599889022420253	0.6136743253343484	0.651203348447855	rejected	HFC	0.043159244980000004	0.03703827652
0.33117119557339053	0.02128958950310153	0.7588781956280048	0.2500871991628881	accepted		0.040007316949999996	0.034333364
0.36646575204023896	0.020037905013175806	0.7710874197727278	0.058249040809208216	accepted		0.03749094602	0.03217387205
0.3620517189047513	0.020685826459399644	0.7760923632224425	0.180327868852459	accepted		0.03663655985	0.03144065739
0.3886085108217869	0.02496814312773399	0.6119135473484238	0.180327868852459	accepted		0.036483154739999996	0.031309008629999996
0.3890606852180134	0.01748716307653368	0.6242743466079127	0.11056853854203001	accepted		0.03188399774	0.02736211732
0.37478047417885507	0.017675749541642794	0.5886233948826054	0.16288803627485177	accepted		0.031370818599999996	0.02692171873
0.37495595382637337	0.017779865322639837	0.7488460201049165	0.2500871991628881	accepted		0.027760411939999997	0.02382335034
0.3503610938796394	0.021859074178233285	0.4791492106966618	0.23264736658528076	accepted		0.02733851134	0.02346128491
0.333016705334147	0.02656824841190758	0.6170167789492094	0.2500871991628881	accepted		0.027270612500000003	0.02340301567
0.3995466607951815	0.02021761723363159	0.4732777983008631	0.1454482036972445	accepted		0.027213450990000002	0.023353960969999997
0.3707727774650303	0.022181475499899454	0.6716183145851287	0.19776770143006625	accepted		0.02714939491	0.02329898951
0.3501747481918986	0.040092494500278505	0.5617838678651769	0.3547261946285316	rejected	HFC	0.02687683366	0.023065083679999997
0.3662334238074268	0.04429822729602242	0.6135470513584063	0.7035228461806767	rejected	HFC	0.026255764560000002	0.02253209639
0.35553120865824983	0.020550052817102014	0.6741257237948264	0.1454482036972445	accepted		0.024729419	0.021222221550000003
0.40418006132561124	0.026911360257250994	0.9376768258322853	0.31984652947331704	accepted		0.02403211509	0.02062381129
0.34638237878630185	0.03330143789442076	0.6057376162856368	0.0756888733868155	accepted		0.023656593849999998	0.02030154756
0.36717015846972284	0.04039668994539284	0.4523169217010885	0.3024066968957098	accepted		0.02351146622	0.02017700235
0.34549230992941005	0.03726450046453113	0.4347729218028121	0.5465643529822114	rejected	HFC	0.022953514589999998	0.01969818102
0.3483444058035107	0.04751462162087194	0.41274914141248065	0.7384025113358913	rejected	HFC	0.0218573207	0.018757452509999998
0.3924873994975444	0.027107288679426314	0.2816024973119465	0.11056853854203001	accepted		0.021352747550000002	0.018324439379999998
